record_id,bus_id,agency_id,linea,speed_kmh,distance_meters,day_of_week,time_of_day_min,scheduled_deviation_min,travel_time_to_next_stop_sec
72813382,"40","50","109",4.00,1222,6,1215,0.00,1100
72813381,"926","50","L15",25.00,325,6,1215,0.00,47
72813380,"23","50","102",0.00,463,6,1215,0.00,463
72813379,"986","50","100",28.00,689,6,1215,0.00,89
72813378,"732","50","128",11.00,552,6,1215,0.00,181
72813377,"2","50","103",44.00,1307,6,1215,-9.00,10
72813376,"722","50","103",2.00,399,6,1215,0.00,399
72813375,"748","50","148",0.00,802,6,1215,0.00,802
72813374,"168","50","128",32.00,1336,6,1215,4.00,390
72813373,"215","50","137",33.00,1091,6,1215,9.00,659
72813372,"553","50","157",16.00,1768,6,1215,-1.00,338
72813371,"755","50","60",4.00,1539,6,1215,2.00,1505
72813370,"580","50","137",38.00,1147,6,1215,10.00,709
72813369,"50","50","109",20.00,780,6,1215,6.00,500
72813368,"472","50","181",6.00,1292,6,1215,0.00,775
72813367,"749","50","169",0.00,1228,6,1215,0.00,1228
72813366,"963","50","103",0.00,1914,6,1215,0.00,1800
72813365,"517","50","L2",5.00,1063,6,1215,0.00,765
72813364,"411","50","180",47.00,30,6,1215,0.00,10
72813363,"950","50","183",23.00,1827,6,1215,11.00,946
72813362,"242","50","137",30.00,504,6,1215,10.00,660
72813361,"574","50","144",1.00,1840,6,1215,0.00,1800
72813360,"826","50","125",8.00,1770,6,1215,13.00,1577
72813359,"34","50","110",5.00,971,6,1215,-19.00,10
72813358,"142","50","116",20.00,1845,6,1215,9.00,872
72813357,"441","50","111",7.00,1222,6,1215,0.00,628
72813356,"151","50","116",0.00,1631,6,1215,0.00,1631
72813355,"364","50","158",11.00,1210,6,1215,0.00,396
72813354,"126","50","116",43.00,1736,6,1215,8.00,625
72813353,"642","50","124",21.00,269,6,1215,-10.00,10
72813352,"41","50","L9",11.00,993,6,1215,5.00,625
72813351,"256","50","60",27.00,1841,6,1215,0.00,245
72813350,"599","50","110",26.00,922,6,1215,0.00,128
72813349,"878","50","D8",41.00,1688,6,1215,0.00,148
72813348,"1111","50","L36",22.00,942,6,1215,-5.00,10
72813347,"1054","50","CE1",17.00,232,6,1215,0.00,49
72813346,"376","50","163",1.00,1513,6,1215,-13.00,733
72813345,"643","50","130",4.00,1232,6,1215,19.00,1800
72813344,"1145","50","CE2",27.00,1782,6,1215,0.00,238
72813343,"283","50","144",40.00,1081,6,1215,6.00,457
72813342,"663","50","103",8.00,1965,6,1215,0.00,884
72813341,"91","50","103",28.00,387,6,1215,0.00,50
72813340,"51","50","192",4.00,5470,6,1215,0.00,1800
72813339,"176","50","127",1.00,5160,6,1215,8.00,1800
72813338,"278","50","142",36.00,859,6,1215,9.00,626
72813337,"690","50","145",26.00,228,6,1215,7.00,452
72813336,"906","50","L15",0.00,534,6,1215,0.00,534
72813335,"955","50","145",0.00,207,6,1215,0.00,207
72813334,"183","50","L28",24.00,1011,6,1215,3.00,332
72813333,"435","50","192",26.00,1677,6,1215,0.00,232
72813332,"377","50","199",34.00,1174,6,1215,0.00,124
72813331,"520","50","199",0.00,1456,6,1215,0.00,1456
72813330,"797","50","145",7.00,1049,6,1215,0.00,539
72813329,"773","50","L35",33.00,553,6,1215,8.00,540
72813328,"814","50","175",20.00,1674,6,1215,0.00,301
72813327,"427","50","163",0.00,610,6,1215,0.00,610
72813326,"354","50","158",1.00,1253,6,1215,18.00,1800
72813325,"546","50","CE1",2.00,1415,6,1215,0.00,1415
72813324,"1088","50","175",34.00,1770,6,1215,16.00,1147
72813323,"938","50","60",26.00,1472,6,1215,-13.00,10
72813322,"925","50","181",9.00,1136,6,1215,0.00,454
72813321,"327","50","148",4.00,1337,6,1215,0.00,1203
72813320,"415","50","151",18.00,1974,6,1215,0.00,395
72813319,"1053","50","CE1",20.00,1955,6,1215,0.00,352
72813318,"447","50","195",34.00,1474,6,1215,0.00,156
72813317,"99","50","111",11.00,1581,6,1215,7.00,937
72813316,"480","50","183",40.00,1871,6,1215,13.00,948
72813315,"7","50","110",21.00,1147,6,1215,-1.00,137
72813314,"318","50","199",19.00,870,6,1215,20.00,1365
72813313,"65","50","112",0.00,1366,6,1215,0.00,1366
72813312,"589","50","145",0.00,1871,6,1215,0.00,1800
72813311,"245","50","L40",21.00,882,6,1215,10.00,751
72813310,"499","50","180",10.00,1051,6,1215,4.00,618
72813309,"644","50","163",16.00,1823,6,1215,0.00,410
72813308,"241","50","L4",8.00,1289,6,1215,7.00,1000
72813307,"1053","50","CE1",0.00,1682,6,1215,0.00,1682
72813306,"462","50","174",31.00,350,6,1215,0.00,41
72813305,"557","50","175",49.00,534,6,1215,0.00,39
72813304,"1122","50","105",32.00,867,6,1215,-6.00,10
72813303,"598","50","L4",37.00,1579,6,1215,8.00,634
72813302,"204","50","110",34.00,1994,6,1215,4.00,451
72813301,"383","50","158",11.00,208,6,1215,2.00,188
72813300,"533","50","L1",37.00,1485,6,1215,-2.00,24
72813299,"367","50","151",18.00,1388,6,1215,1.00,338
72813298,"137","50","121",16.00,709,6,1215,0.00,160
72813297,"758","50","147",12.00,386,6,1215,0.00,116
72813296,"769","50","181",1.00,1096,6,1215,0.00,1096
72813295,"991","50","148",0.00,1386,6,1215,0.00,1386
72813294,"859","50","CE1",30.00,1107,6,1215,0.00,133
72813293,"223","50","137",1.00,1200,6,1215,-20.00,10
72813292,"147","50","121",0.00,249,6,1215,0.00,249
72813291,"713","50","111",28.00,1026,6,1215,0.00,132
72813290,"277","50","144",23.00,1571,6,1215,3.00,426
72813289,"796","50","124",18.00,603,6,1215,0.00,121
72813288,"162","50","195",36.00,1144,6,1215,0.00,114
72813287,"983","50","183",14.00,652,6,1215,0.00,168
72813286,"568","50","175",0.00,646,6,1215,0.00,646
72813285,"121","50","121",8.00,348,6,1215,-10.00,10
72813284,"705","50","115",19.00,1478,6,1215,12.00,1000
72813283,"219","50","125",2.00,1490,6,1215,1.00,1550
72813282,"501","50","185",17.00,1371,6,1215,15.00,1190
72813281,"250","50","144",32.00,860,6,1215,19.00,1237
72813280,"900","50","163",18.00,954,6,1215,0.00,191
72813279,"1075","50","191",2.00,1824,6,1215,-11.00,1164
72813278,"190","50","195",23.00,1088,6,1215,0.00,170
72813277,"1126","50","143",7.00,1516,6,1215,4.00,1020
72813276,"168","50","128",0.00,772,6,1215,0.00,772
72813275,"535","50","149",1.00,215,6,1215,5.00,515
72813274,"618","50","128",24.00,1330,6,1215,-2.00,80
72813273,"600","50","128",39.00,1243,6,1215,11.00,775
72813272,"607","50","116",2.00,1993,6,1215,0.00,1800
72813271,"291","50","142",0.00,1820,6,1215,0.00,1800
72813270,"546","50","CE1",27.00,984,6,1215,0.00,131
72813269,"928","50","103",20.00,694,6,1215,16.00,1085
72813268,"118","50","121",28.00,1284,6,1215,0.00,165
72813267,"828","50","183",1.00,891,6,1215,0.00,891
72813266,"233","50","195",20.00,1868,6,1215,0.00,336
72813265,"404","50","151",26.00,1235,6,1215,0.00,171
72813264,"87","50","100",32.00,684,6,1215,14.00,917
72813263,"66","50","21",30.00,421,6,1215,0.00,51
72813262,"329","50","147",0.00,540,6,1215,0.00,540
72813261,"769","50","181",0.00,1380,6,1215,0.00,1380
72813260,"1106","50","109",0.00,1606,6,1215,0.00,1606
72813259,"1085","50","174",1.00,1549,6,1215,0.00,1549
72813258,"1050","50","CE1",0.00,1729,6,1215,0.00,1729
72813257,"405","50","199",0.00,1464,6,1215,0.00,1464
72813256,"384","50","151",0.00,1549,6,1215,0.00,1549
72813255,"989","50","174",35.00,1293,6,1215,11.00,793
72813254,"233","50","195",0.00,1085,6,1215,0.00,1085
72813253,"262","50","144",25.00,1042,6,1215,19.00,1290
72813252,"709","50","100",16.00,1282,6,1215,4.00,528
72813251,"416","50","175",0.00,1541,6,1215,0.00,1541
72813250,"668","50","124",53.00,421,6,1215,10.00,629
72813249,"481","50","181",22.00,1676,6,1215,15.00,1174
72813248,"437","50","169",26.00,1534,6,1215,18.00,1292
72813247,"912","50","105",0.00,1977,6,1215,0.00,1800
72813246,"308","50","163",25.00,753,6,1215,0.00,108
72813245,"196","50","128",0.00,439,6,1215,0.00,439
72813244,"482","50","109",11.00,347,6,1215,0.00,114
72813243,"81","50","21",0.00,1594,6,1215,0.00,1594
72813242,"593","50","127",25.00,1662,6,1215,-13.00,10
72813241,"11","50","103",30.00,875,6,1215,0.00,105
72813240,"405","50","199",34.00,1504,6,1215,0.00,159
72813239,"521","50","L3",35.00,653,6,1215,1.00,127
72813238,"792","50","60",6.00,1854,6,1215,0.00,1112
72813237,"205","50","124",1.00,1706,6,1215,0.00,1706
72813236,"90","50","109",37.00,495,6,1215,0.00,48
72813235,"25","50","21",7.00,1051,6,1215,0.00,541
72813234,"140","50","169",0.00,1342,6,1215,0.00,1342
72813233,"701","50","163",32.00,1603,6,1215,-15.00,10
72813232,"612","50","175",13.00,1476,6,1215,0.00,409
72813231,"819","50","195",4.00,1917,6,1215,0.00,1725
72813230,"510","50","188",9.00,1892,6,1215,-5.00,457
72813229,"156","50","147",12.00,1640,6,1215,-6.00,132
72813228,"10","50","21",8.00,1304,6,1215,0.00,587
72813227,"809","50","169",20.00,1577,6,1215,-5.00,10
72813226,"429","50","188",1.00,730,6,1215,0.00,730
72813225,"598","50","L4",27.00,972,6,1215,5.00,430
72813224,"192","50","195",43.00,1913,6,1215,0.00,160
72813223,"1105","50","105",42.00,1155,6,1215,7.00,519
72813222,"446","50","185",34.00,973,6,1215,16.00,1063
72813221,"617","50","113",0.00,603,6,1215,0.00,603
72813220,"897","50","155",0.00,1990,6,1215,0.00,1800
72813219,"1018","50","128",39.00,1089,6,1215,20.00,1301
72813218,"325","50","163",2.00,1407,6,1215,10.00,1800
72813217,"201","50","L6",7.00,1923,6,1215,0.00,989
72813216,"934","50","145",35.00,326,6,1215,0.00,34
72813215,"422","50","181",18.00,479,6,1215,0.00,96
72813214,"979","50","60",35.00,796,6,1215,13.00,862
72813213,"565","50","100",31.00,1881,6,1215,3.00,398
72813212,"789","50","113",1.00,917,6,1215,19.00,1800
72813211,"804","50","105",16.00,628,6,1215,-20.00,10
72813210,"679","50","102",0.00,1179,6,1215,0.00,1179
72813209,"529","50","180",2.00,648,6,1215,0.00,648
72813208,"954","50","102",17.00,1253,6,1215,0.00,265
72813207,"822","50","195",36.00,712,6,1215,0.00,71
72813206,"1014","50","109",37.00,1395,6,1215,4.00,376
72813205,"921","50","185",40.00,1227,6,1215,16.00,1070
72813204,"474","50","174",0.00,663,6,1215,0.00,663
72813203,"649","50","163",21.00,378,6,1215,-1.00,10
72813202,"660","50","185",43.00,685,6,1215,19.00,1197
72813201,"523","50","148",0.00,659,6,1215,0.00,659
72813200,"861","50","156",33.00,1329,6,1215,15.00,1045
72813199,"802","50","185",22.00,1758,6,1215,0.00,288
72813198,"382","50","191",26.00,386,6,1215,0.00,53
72813197,"526","50","147",0.00,846,6,1215,0.00,846
72813196,"216","50","L23",38.00,452,6,1215,12.00,763
72813195,"768","50","149",16.00,1736,6,1215,0.00,391
72813194,"452","50","192",0.00,1452,6,1215,0.00,1452
72813193,"116","50","121",1.00,1957,6,1215,0.00,1800
72813192,"409","50","174",25.00,1448,6,1215,0.00,209
72813191,"992","50","185",14.00,1647,6,1215,10.00,1024
72813190,"319","50","113",23.00,1608,6,1215,0.00,252
72813189,"706","50","183",2.00,706,6,1215,9.00,1246
72813188,"324","50","151",30.00,1267,6,1215,2.00,272
72813187,"750","50","103",35.00,1631,6,1215,0.00,168
72813186,"672","50","180",0.00,1041,6,1215,0.00,1041
72813185,"789","50","113",34.00,1994,6,1215,10.00,811
72813184,"961","50","105",35.00,978,6,1215,1.00,161
72813183,"591","50","169",0.00,901,6,1215,0.00,901
72813182,"158","50","115",0.00,869,6,1215,0.00,869
72813181,"152","50","121",22.00,275,6,1215,0.00,45
72813180,"311","50","191",0.00,1885,6,1215,0.00,1800
72813179,"312","50","149",0.00,1758,6,1215,0.00,1758
72813178,"601","50","145",1.00,848,6,1215,0.00,848
72813177,"556","50","125",9.00,1242,6,1215,0.00,497
72813176,"109","50","121",25.00,1375,6,1215,11.00,858
72813175,"398","50","144",22.00,1586,6,1215,11.00,920
72813174,"507","50","187",20.00,1446,6,1215,0.00,260
72813173,"351","50","157",22.00,1878,6,1215,5.00,607
72813172,"113","50","62",3.00,1559,6,1215,9.00,1800
72813171,"273","50","144",49.00,1675,6,1215,15.00,1023
72813170,"438","50","175",12.00,985,6,1215,0.00,296
72813169,"794","50","21",0.00,1051,6,1215,0.00,1051
72813168,"227","50","L8",30.00,1396,6,1215,5.00,468
72813167,"407","50","181",38.00,1325,6,1215,0.00,126
72813166,"549","50","130",46.00,1530,6,1215,10.00,720
72813165,"771","50","185",19.00,1317,6,1215,9.00,790
72813164,"370","50","158",1.00,1964,6,1215,0.00,1800
72813163,"1098","50","21",10.00,1034,6,1215,5.00,672
72813162,"117","50","62",26.00,918,6,1215,0.00,127
72813161,"475","50","183",19.00,386,6,1215,0.00,73
72813160,"567","50","128",22.00,220,6,1215,-13.00,10
72813159,"776","50","112",35.00,1980,6,1215,-2.00,84
72813158,"339","50","175",7.00,1143,6,1215,0.00,588
72813157,"477","50","130",29.00,262,6,1215,0.00,33
72813156,"321","50","113",17.00,1707,6,1215,0.00,361
72813155,"265","50","60",1.00,797,6,1215,0.00,797
72813154,"1039","50","115",28.00,1624,6,1215,8.00,689
72813153,"194","50","124",30.00,692,6,1215,0.00,83
72813152,"687","50","174",1.00,1064,6,1215,0.00,1064
72813151,"110","50","116",22.00,1573,6,1215,-3.00,77
72813150,"953","50","110",27.00,1512,6,1215,2.00,322
72813149,"237","50","127",40.00,17500,6,1215,0.00,1575
72813148,"44","50","100",36.00,525,6,1215,11.00,713
72813147,"214","50","125",0.00,1194,6,1215,0.00,1194
72813146,"671","50","191",5.00,636,6,1215,4.00,698
72813145,"574","50","144",25.00,1645,6,1215,20.00,1437
72813144,"682","50","151",3.00,1747,6,1215,0.00,1747
72813143,"473","50","183",1.00,1271,6,1215,9.00,1800
72813142,"22","50","21",27.00,860,6,1215,0.00,115
72813141,"754","50","180",53.00,1235,6,1215,5.00,384
72813140,"178","50","125",25.00,1847,6,1215,-3.00,86
72813139,"454","50","192",5.00,1975,6,1215,0.00,1422
72813138,"786","50","100",23.00,1138,6,1215,0.00,178
72813137,"929","50","149",42.00,1950,6,1215,-17.00,10
72813136,"652","50","183",0.00,1932,6,1215,0.00,1800
72813135,"514","50","130",40.00,1337,6,1215,6.00,480
72813134,"111","50","104",0.00,361,6,1215,0.00,361
72813133,"630","50","174",31.00,925,6,1215,0.00,107
72813132,"322","50","149",1.00,534,6,1215,0.00,534
72813131,"954","50","102",24.00,257,6,1215,0.00,39
72813130,"665","50","169",41.00,839,6,1215,9.00,614
72813129,"143","50","117",33.00,1696,6,1215,0.00,185
72813128,"993","50","157",2.00,1815,6,1215,15.00,1800
72813127,"98","50","100",25.00,472,6,1215,0.00,68
72813126,"253","50","199",19.00,1414,6,1215,10.00,868
72813125,"54","50","103",28.00,1623,6,1215,0.00,209
72813124,"503","50","181",0.00,1757,6,1215,0.00,1757
72813123,"125","50","117",1.00,1568,6,1215,0.00,1568
72813122,"548","50","181",1.00,333,6,1215,0.00,333
72813121,"348","50","158",2.00,1466,6,1215,0.00,1466
72813120,"19","50","112",32.00,1740,6,1215,14.00,1036
72813119,"173","50","137",1.00,594,6,1215,0.00,594
72813118,"397","50","191",4.00,1357,6,1215,-1.00,1161
72813117,"762","50","151",0.00,1991,6,1215,0.00,1800
72813116,"72","50","L9",1.00,1233,6,1215,0.00,1233
72813115,"606","50","175",7.00,1890,6,1215,0.00,972
72813114,"249","50","145",22.00,235,6,1215,4.00,278
72813113,"605","50","185",27.00,1141,6,1215,19.00,1292
72813112,"516","50","156",23.00,914,6,1215,0.00,143
72813111,"808","50","195",0.00,1494,6,1215,0.00,1494
72813110,"500","50","187",32.00,558,6,1215,11.00,723
72813109,"396","50","163",1.00,480,6,1215,0.00,480
72813108,"700","50","128",2.00,1974,6,1215,4.00,1800
72813107,"12","70","370",29.00,1985,6,1215,-13.00,10
72813106,"113","70","329",5.00,1706,6,1215,0.00,1228
72813105,"2","70","300",37.00,1474,6,1215,7.00,563
72813104,"94","70","300",52.00,1977,6,1215,10.00,737
72813103,"25","70","329",32.00,892,6,1215,0.00,100
72813102,"3","70","328",0.00,18320,6,1215,0.00,1800
72813101,"14","70","370",19.00,948,6,1215,-12.00,10
72813100,"6","70","306",12.00,800,6,1215,10.00,840
72813099,"7","70","370",0.00,1226,6,1215,0.00,1226
72813098,"95","70","306",28.00,1939,6,1215,20.00,1449
72813097,"112","70","316",34.00,1595,6,1215,0.00,169
72813096,"9","70","300",38.00,1222,6,1215,0.00,116
72813095,"76","70","329",10.00,1138,6,1215,0.00,410
72813094,"104","70","306",29.00,1423,6,1215,6.00,537
72813093,"72","70","316",34.00,909,6,1215,0.00,96
72813092,"19","70","17",1.00,1833,6,1215,0.00,1800
72813091,"162","70","306",0.00,1256,6,1215,0.00,1256
72813090,"154","70","306",17.00,1742,6,1215,0.00,369
72813089,"103","70","17",5.00,1560,6,1215,0.00,1123
72813088,"152","70","329",26.00,697,6,1215,0.00,97
72813087,"124","70","306",8.00,1608,6,1215,-20.00,10
72813086,"117","70","370",30.00,1807,6,1215,10.00,817
72813085,"114","70","370",25.00,664,6,1215,14.00,936
72813084,"96","70","330",0.00,827,6,1215,0.00,827
72813083,"46","70","17",4.00,1049,6,1215,0.00,944
72813082,"67","70","300",32.00,1442,6,1215,9.00,702
72813081,"101","70","328",0.00,906,6,1215,0.00,906
72813080,"160","70","328",23.00,998,6,1215,9.00,696
72813079,"106","70","316",37.00,534,6,1215,0.00,52
72813078,"102","70","300",19.00,1957,6,1215,15.00,1271
72813077,"101","70","328",4.00,432,6,1215,-9.00,10
72813076,"55","70","71",30.00,1859,6,1215,19.00,1363
72813075,"53","70","300",5.00,6640,6,1215,4.00,1800
72813074,"58","70","328",0.00,1799,6,1215,0.00,1799
72813073,"23","70","17",5.00,1381,6,1215,0.00,994
72813072,"90","70","300",3.00,1055,6,1215,0.00,1055
72813071,"169","70","316",41.00,1657,6,1215,14.00,985
72813070,"157","70","17",9.00,243,6,1215,0.00,97
72813069,"13","70","300",0.00,681,6,1215,0.00,681
72813068,"31","70","306",10.00,936,6,1215,2.00,457
72813067,"1098","70","L13",35.00,1566,6,1215,-3.00,10
72813066,"57","70","306",33.00,1873,6,1215,4.00,444
72813065,"109","70","300",33.00,235,6,1215,9.00,566
72813064,"42","70","316",2.00,1106,6,1215,8.00,1586
72813063,"40","70","306",5.00,726,6,1215,0.00,523
72813062,"45","70","306",30.00,982,6,1215,-4.00,10
72813061,"92","70","370",4.00,385,6,1215,0.00,347
72813060,"82","70","300",34.00,1327,6,1215,0.00,141
72813059,"163","70","306",6.00,1764,6,1215,0.00,1058
72813058,"166","70","330",40.00,1718,6,1215,0.00,155
72813057,"105","70","71",1.00,1370,6,1215,-1.00,1310
72813056,"80","70","370",0.00,427,6,1215,0.00,427
72813055,"85","70","306",24.00,659,6,1215,0.00,99
72813054,"62","70","329",15.00,990,6,1215,0.00,238
72813053,"155","70","328",0.00,1592,6,1215,0.00,1592
72813052,"108","70","306",11.00,476,6,1215,-4.00,10
72813051,"1096","70","L13",11.00,1175,6,1215,3.00,565
72813050,"17","70","370",33.00,525,6,1215,-1.00,10
72813049,"159","70","330",5.00,780,6,1215,0.00,562
72813048,"22","70","306",0.00,286,6,1215,0.00,286
72813047,"111","70","329",38.00,1115,6,1215,0.00,106
72813046,"54","70","306",8.00,1180,6,1215,0.00,531
72813045,"284","10","409",27.00,636,6,1215,-4.00,10
72813044,"25","10","405",0.00,436,6,1215,0.00,436
72813043,"46","10","409",19.00,833,6,1215,17.00,1178
72813042,"277","10","76",0.00,560,6,1215,0.00,560
72813041,"74","10","494",0.00,262,6,1215,0.00,262
72813040,"4","10","2",0.00,555,6,1215,0.00,555
72813039,"252","10","427",0.00,1720,6,1215,0.00,1720
72813038,"196","10","494",50.00,1922,6,1215,0.00,138
72813037,"33","10","407",0.00,1936,6,1215,0.00,1800
72813036,"44","10","468",13.00,221,6,1215,0.00,61
72813035,"241","10","427",2.00,1296,6,1215,0.00,1296
72813034,"175","10","468",21.00,1964,6,1215,0.00,337
72813033,"266","10","405",0.00,1107,6,1215,0.00,1107
72813032,"219","10","2",18.00,1882,6,1215,0.00,376
72813031,"234","10","427",6.00,14920,6,1215,0.00,1800
72813030,"2","10","468",46.00,1061,6,1215,0.00,83
72813029,"176","10","405",0.00,5160,6,1215,0.00,1800
72813028,"251","10","427",15.00,1369,6,1215,0.00,329
72813027,"221","10","407",1.00,1115,6,1215,0.00,1115
72813026,"61","10","409",0.00,1889,6,1215,0.00,1800
72813025,"255","10","468",32.00,1507,6,1215,0.00,170
72813024,"179","10","405",5.00,865,6,1215,0.00,623
72813023,"41","10","468",14.00,1997,6,1215,0.00,514
72813022,"197","10","405",37.00,1722,6,1215,13.00,948
72813021,"185","10","427",30.00,1037,6,1215,19.00,1264
72813020,"202","10","405",32.00,748,6,1215,15.00,984
72813019,"216","10","409",0.00,1518,6,1215,0.00,1518
72813018,"68","10","404",36.00,750,6,1215,-4.00,10
72813017,"87","10","405",0.00,1777,6,1215,0.00,1777
72813016,"225","10","409",30.00,1646,6,1215,4.00,438
72813015,"208","10","494",47.00,470,6,1215,0.00,36
72813014,"36","10","405",30.00,489,6,1215,-7.00,10
72813013,"39","10","2",35.00,531,6,1215,1.00,115
72813012,"7","10","427",62.00,539,6,1215,0.00,31
72813011,"403","10","L7",12.00,1728,6,1215,10.00,1118
72813010,"40","10","L14",0.00,1259,6,1215,0.00,1259
72813009,"288","10","405",0.00,130,6,1215,0.00,130
72813008,"97","10","468",0.00,1425,6,1215,0.00,1425
72813007,"200","10","456",35.00,448,6,1215,0.00,46
72813006,"258","10","405",8.00,644,6,1215,-13.00,10
72813005,"273","10","2",0.00,1019,6,1215,0.00,1019
72813004,"26","10","L14",36.00,1391,6,1215,0.00,139
72813003,"285","10","468",37.00,1105,6,1215,0.00,108
72813002,"170","10","407",33.00,779,6,1215,-8.00,10
72813001,"64","10","404",27.00,455,6,1215,8.00,541
72813000,"10","10","427",11.00,1447,6,1215,0.00,474
72812999,"230","10","409",0.00,1519,6,1215,0.00,1519
72812998,"226","10","468",16.00,868,6,1215,0.00,195
72812997,"256","10","494",3.00,592,6,1215,0.00,592
72812996,"190","10","404",23.00,1737,6,1215,11.00,932
72812995,"267","10","456",47.00,1593,6,1215,10.00,722
72812994,"52","10","494",26.00,317,6,1215,0.00,44
72812993,"9","10","494",0.00,932,6,1215,0.00,932
72812992,"186","10","76",35.00,770,6,1215,0.00,79
72812991,"11","10","L29",0.00,254,6,1215,0.00,254
72812990,"93","10","76",20.00,877,6,1215,0.00,158
72812989,"63","10","76",33.00,1540,6,1215,0.00,168
72812988,"289","10","CE1",8.00,651,6,1215,0.00,293
72812987,"177","10","468",12.00,562,6,1215,0.00,169
72812986,"40","10","L14",0.00,1218,6,1215,0.00,1218
72812985,"188","10","468",6.00,1731,6,1215,0.00,1039
72812984,"217","10","456",20.00,1671,6,1215,-10.00,10
72812983,"254","10","468",52.00,477,6,1215,0.00,33
72812982,"8","10","427",0.00,843,6,1215,0.00,843
72812981,"20","10","494",0.00,9270,6,1215,0.00,1800
72812980,"262","10","468",15.00,1688,6,1215,0.00,405
72812979,"29","10","427",0.00,1644,6,1215,0.00,1644
72812978,"279","10","494",42.00,1865,6,1215,0.00,160
72812977,"249","10","456",0.00,289,6,1215,0.00,289
72812976,"1","10","405",7.00,893,6,1215,0.00,459
72812975,"274","10","2",34.00,841,6,1215,6.00,449
72812974,"17","10","L14",47.00,817,6,1215,12.00,783
72812973,"86","10","468",45.00,9780,6,1215,0.00,782
72812972,"95","10","427",18.00,1244,6,1215,0.00,249
72812971,"72","10","2",47.00,1497,6,1215,11.00,775
72812970,"248","10","402",40.00,231,6,1215,2.00,141
72812969,"54","10","402",0.00,1736,6,1215,0.00,1736
72812968,"11","10","L29",1.00,291,6,1215,5.00,591
72812967,"22","10","494",0.00,1429,6,1215,0.00,1429
72812966,"31","10","405",15.00,886,6,1215,8.00,693
72812965,"210","10","468",13.00,20280,6,1215,0.00,1800
72812964,"218","10","2",35.00,408,6,1215,6.00,402
72812963,"271","10","L16",25.00,998,6,1215,0.00,144
72812962,"83","10","494",59.00,1018,6,1215,0.00,62
72812961,"232","10","468",7.00,331,6,1215,0.00,170
72812960,"18","10","468",45.00,878,6,1215,0.00,70
72812959,"57","10","405",37.00,1551,6,1215,0.00,151
72812958,"247","10","76",29.00,4800,6,1215,4.00,836
72812957,"79","10","468",0.00,639,6,1215,0.00,639
72812956,"411","10","468",9.00,30,6,1215,0.00,12
72812955,"173","10","402",0.00,1230,6,1215,0.00,1230
72812954,"269","10","468",38.00,918,6,1215,0.00,87
72812953,"37","10","L16",35.00,1238,6,1215,0.00,127
72812952,"12","10","404",22.00,1292,6,1215,17.00,1231
72812951,"169","10","494",10.00,902,6,1215,0.00,325
72812950,"48","10","2",0.00,946,6,1215,0.00,946
72812949,"408","10","402",23.00,404,6,1215,7.00,483
72812948,"14","10","407",13.00,691,6,1215,8.00,671
72812947,"222","10","76",0.00,295,6,1215,0.00,295
72812946,"61","20","546",24.00,1851,6,1215,11.00,938
72812945,"94","20","538",16.00,1310,6,1215,17.00,1315
72812944,"51","20","505",0.00,5470,6,1215,0.00,1800
72812943,"48","20","582",0.00,1420,6,1215,0.00,1420
72812942,"132","20","505",30.00,1940,6,1215,0.00,233
72812941,"69","20","505",11.00,10020,6,1215,0.00,1800
72812940,"23","20","538",16.00,877,6,1215,-10.00,10
72812939,"82","20","522",38.00,1661,6,1215,0.00,157
72812938,"73","20","546",0.00,1629,6,1215,0.00,1629
72812937,"13","20","538",0.00,263,6,1215,0.00,263
72812936,"77","20","582",5.00,843,6,1215,18.00,1687
72812935,"44","20","526",33.00,1465,6,1215,0.00,160
72812934,"84","20","522",31.00,1983,6,1215,9.00,770
72812933,"43","20","524",0.00,1978,6,1215,0.00,1800
72812932,"93","20","546",22.00,1429,6,1215,0.00,234
72812931,"6","20","526",0.00,472,6,1215,0.00,472
72812930,"46","20","546",16.00,1515,6,1215,0.00,341
72812929,"55","20","505",40.00,322,6,1215,12.00,749
72812928,"117","20","522",22.00,541,6,1215,20.00,1289
72812927,"24","20","546",44.00,763,6,1215,6.00,422
72812926,"114","20","L38",22.00,279,6,1215,3.00,226
72812925,"96","20","505",31.00,1585,6,1215,0.00,184
72812924,"101","20","582",18.00,1919,6,1215,8.00,864
72812923,"2","20","546",0.00,1680,6,1215,0.00,1680
72812922,"99","20","526",25.00,747,6,1215,6.00,468
72812921,"113","20","L25",38.00,1579,6,1215,12.00,870
72812920,"92","20","538",14.00,1496,6,1215,0.00,385
72812919,"34","20","505",35.00,1724,6,1215,0.00,177
72812918,"59","20","526",50.00,1724,6,1215,-8.00,10
72812917,"67","20","526",0.00,1302,6,1215,0.00,1302
72812916,"105","20","522",11.00,643,6,1215,0.00,210
72812915,"27","20","505",45.00,326,6,1215,0.00,26
72812914,"56","20","538",0.00,1734,6,1215,0.00,1734
72812913,"90","20","526",8.00,1952,6,1215,3.00,1058
72812912,"64","20","582",24.00,1241,6,1215,0.00,186
72812911,"116","20","526",31.00,747,6,1215,20.00,1287
72812910,"94","20","538",18.00,1264,6,1215,13.00,1033
72812909,"36","20","582",16.00,1158,6,1215,14.00,1101
72812908,"86","20","526",0.00,9780,6,1215,0.00,1800
72812907,"88","20","524",0.00,3820,6,1215,0.00,1800
72812906,"108","20","522",27.00,988,6,1215,-6.00,10
